Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
large_jig_link,-1.1102E-16,0,0.025923,0,0,0,0.010988,7.0195E-06,-1.7414E-20,-1.034E-22,8.2437E-06,-2.4295E-21,2.3983E-06,0,0,0,0,0,0,package://large_jig_urdf/meshes/large_jig_link.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://large_jig_urdf/meshes/large_jig_link.STL,,large_jig-4,L_JIG_GRASP_1,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
