Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
small_jig_link,1.11022302462516E-16,-2.77555756156289E-17,0.0270284220182594,0,0,0,0.00489604523543897,2.84207010506239E-06,1.31039526244189E-24,-3.2987950022419E-23,2.86394510506239E-06,-6.12242805513586E-23,1.51585677678022E-07,0,0,0,0,0,0,package://small_jig_urdf/meshes/small_jig_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://small_jig_urdf/meshes/small_jig_link.STL,,small_jig-1,S_JIG_GRASP_1,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
